"service_date","day_type","bus","rail_boardings","total_rides"
"08/26/2013","W","1,020,173","696,403","1,716,576"
"08/27/2013","W","1,032,675","721,814","1,754,489"
"08/28/2013","W","1,019,457","732,138","1,751,595"
"08/29/2013","W","1,048,608","759,088","1,807,696"
"08/30/2013","W","1,025,684","740,853","1,766,537"
"08/31/2013","A","596,363","462,487","1,058,850"
"09/01/2013","U","493,648","423,770","917,418"
"09/02/2013","U","454,573","344,582","799,155"
"09/03/2013","W","1,089,544","761,455","1,850,999"
"09/04/2013","W","1,077,803","769,975","1,847,778"
"09/05/2013","W","1,059,826","763,277","1,823,103"
"09/06/2013","W","1,067,536","786,864","1,854,400"
"09/07/2013","A","634,809","510,149","1,144,958"
"09/08/2013","U","459,104","371,781","830,885"
"09/09/2013","W","1,052,783","752,305","1,805,088"
"09/10/2013","W","1,034,136","762,582","1,796,718"
"09/11/2013","W","1,047,538","783,710","1,831,248"
"09/12/2013","W","1,050,318","812,163","1,862,481"
"09/13/2013","W","1,036,536","803,298","1,839,834"
"09/14/2013","A","632,081","504,797","1,136,878"
"09/15/2013","U","409,765","345,621","755,386"
"09/16/2013","W","1,033,555","776,155","1,809,710"
"09/17/2013","W","1,049,035","788,413","1,837,448"
"09/18/2013","W","1,023,243","783,471","1,806,714"
"09/19/2013","W","1,000,885","791,208","1,792,093"
"09/20/2013","W","1,034,561","800,104","1,834,665"
"09/21/2013","A","629,564","526,128","1,155,692"
"09/22/2013","U","445,308","368,372","813,680"
"09/23/2013","W","1,026,469","780,751","1,807,220"
"09/24/2013","W","1,041,341","805,859","1,847,200"
"09/25/2013","W","1,055,790","810,826","1,866,616"
"09/26/2013","W","1,047,323","813,509","1,860,832"
"09/27/2013","W","1,034,355","797,916","1,832,271"
"09/28/2013","A","635,517","506,929","1,142,446"
"09/29/2013","U","439,655","360,040","799,695"
"09/30/2013","W","1,007,775","765,034","1,772,809"
"10/01/2013","W","1,100,251","760,127","1,860,378"
"10/02/2013","W","1,060,370","771,294","1,831,664"
"10/03/2013","W","1,073,368","776,149","1,849,517"
"10/04/2013","W","1,055,644","763,663","1,819,307"
"10/05/2013","A","606,526","457,086","1,063,612"
"10/06/2013","U","468,784","350,969","819,753"
"10/07/2013","W","1,033,503","748,714","1,782,217"
"10/08/2013","W","1,062,411","762,764","1,825,175"
"10/09/2013","W","1,056,846","774,550","1,831,396"
"10/10/2013","W","1,041,043","803,786","1,844,829"
"10/11/2013","W","1,033,797","792,305","1,826,102"
"10/12/2013","A","597,479","497,092","1,094,571"
"10/13/2013","U","433,578","528,335","961,913"
"10/14/2013","W","836,533","678,287","1,514,820"
"10/15/2013","W","1,005,851","764,848","1,770,699"
"10/16/2013","W","1,017,742","779,074","1,796,816"
"10/17/2013","W","1,025,838","789,200","1,815,038"
"10/18/2013","W","1,024,958","784,891","1,809,849"
"10/19/2013","A","599,201","498,671","1,097,872"
"10/20/2013","U","417,109","367,355","784,464"
"10/21/2013","W","972,502","778,456","1,750,958"
"10/22/2013","W","948,098","785,501","1,733,599"
"10/23/2013","W","993,612","797,121","1,790,733"
"10/24/2013","W","1,007,402","810,665","1,818,067"
"10/25/2013","W","986,527","797,551","1,784,078"
"10/26/2013","A","578,216","492,032","1,070,248"
"10/27/2013","U","413,217","346,467","759,684"
"10/28/2013","W","982,644","768,974","1,751,618"
"10/29/2013","W","976,102","790,974","1,767,076"
"10/30/2013","W","967,902","791,183","1,759,085"
"10/31/2013","W","956,055","786,574","1,742,629"
"11/01/2013","W","937,537","783,970","1,721,507"
"11/02/2013","A","593,170","483,120","1,076,290"
"11/03/2013","U","430,036","384,737","814,773"
"11/04/2013","W","978,017","788,454","1,766,471"
"11/05/2013","W","982,549","795,511","1,778,060"
"11/06/2013","W","965,938","792,044","1,757,982"
"11/07/2013","W","974,582","812,279","1,786,861"
"11/08/2013","W","974,269","808,267","1,782,536"
"11/09/2013","A","589,432","507,077","1,096,509"
"11/10/2013","U","426,989","370,923","797,912"
"11/11/2013","W","727,925","671,720","1,399,645"
"11/12/2013","W","884,181","770,609","1,654,790"
"11/13/2013","W","967,800","783,483","1,751,283"
"11/14/2013","W","968,420","806,089","1,774,509"
"11/15/2013","W","972,734","803,561","1,776,295"
"11/16/2013","A","548,828","489,767","1,038,595"
"11/17/2013","U","343,928","316,525","660,453"
"11/18/2013","W","948,312","775,101","1,723,413"
"11/19/2013","W","972,260","790,434","1,762,694"
"11/20/2013","W","974,233","788,003","1,762,236"
"11/21/2013","W","967,167","799,283","1,766,450"
"11/22/2013","W","955,058","797,556","1,752,614"
"11/23/2013","A","535,573","513,370","1,048,943"
"11/24/2013","U","362,949","311,868","674,817"
"11/25/2013","W","898,537","742,488","1,641,025"
"11/26/2013","W","913,171","768,042","1,681,213"
"11/27/2013","W","785,887","655,899","1,441,786"
"11/28/2013","U","316,200","238,112","554,312"
"11/29/2013","W","625,605","448,939","1,074,544"
"11/30/2013","A","594,111","419,067","1,013,178"
"12/01/2013","U","393,065","311,377","704,442"
"12/02/2013","W","966,367","745,892","1,712,259"
"12/03/2013","W","1,011,416","772,345","1,783,761"
"12/04/2013","W","1,022,579","778,031","1,800,610"
"12/05/2013","W","956,982","782,864","1,739,846"
"12/06/2013","W","933,388","766,511","1,699,899"
"12/07/2013","A","523,861","455,354","979,215"
"12/08/2013","U","356,936","322,820","679,756"
"12/09/2013","W","904,306","745,781","1,650,087"
"12/10/2013","W","884,567","726,111","1,610,678"
"12/11/2013","W","888,272","736,512","1,624,784"
"12/12/2013","W","864,926","722,404","1,587,330"
"12/13/2013","W","930,494","760,860","1,691,354"
"12/14/2013","A","508,408","473,775","982,183"
"12/15/2013","U","357,251","317,666","674,917"
"12/16/2013","W","856,591","697,993","1,554,584"
"12/17/2013","W","883,958","716,650","1,600,608"
"12/18/2013","W","900,934","719,652","1,620,586"
"12/19/2013","W","888,294","715,173","1,603,467"
"12/20/2013","W","885,107","706,214","1,591,321"
"12/21/2013","A","513,799","421,443","935,242"
"12/22/2013","U","374,537","310,920","685,457"
"12/23/2013","W","691,365","545,145","1,236,510"
"12/24/2013","W","474,089","341,784","815,873"
"12/25/2013","U","218,166","144,912","363,078"
"12/26/2013","W","557,420","438,202","995,622"
"12/27/2013","W","659,876","531,774","1,191,650"
"12/28/2013","A","506,219","405,004","911,223"
"12/29/2013","U","335,610","292,169","627,779"
"12/30/2013","W","604,796","537,971","1,142,767"
"12/31/2013","W","595,963","565,346","1,161,309"
"01/01/2014","U","281,657","303,441","585,098"
"01/02/2014","W","601,103","569,395","1,170,498"
"01/03/2014","W","691,262","598,290","1,289,552"
"01/04/2014","A","469,542","361,203","830,745"
"01/05/2014","U","268,582","237,067","505,649"
"01/06/2014","W","311,075","269,542","580,617"
"01/07/2014","W","489,810","468,681","958,491"
"01/08/2014","W","806,256","687,473","1,493,729"
"01/09/2014","W","860,867","727,384","1,588,251"
"01/10/2014","W","872,079","725,812","1,597,891"
"01/11/2014","A","526,267","424,639","950,906"
"01/12/2014","U","387,031","312,663","699,694"
"01/13/2014","W","948,883","762,345","1,711,228"
"01/14/2014","W","923,401","761,893","1,685,294"
"01/15/2014","W","940,266","761,924","1,702,190"
"01/16/2014","W","927,231","765,910","1,693,141"
"01/17/2014","W","909,353","743,024","1,652,377"
"01/18/2014","A","480,918","418,986","899,904"
"01/19/2014","U","372,608","316,288","688,896"
"01/20/2014","W","599,662","502,485","1,102,147"
"01/21/2014","W","855,515","734,096","1,589,611"
"01/22/2014","W","872,967","737,074","1,610,041"
"01/23/2014","W","825,049","715,759","1,540,808"
"01/24/2014","W","763,075","680,260","1,443,335"
"01/25/2014","A","490,314","396,641","886,955"
"01/26/2014","U","337,328","280,648","617,976"
"01/27/2014","W","502,031","472,484","974,515"
"01/28/2014","W","519,517","485,867","1,005,384"
"01/29/2014","W","889,744","733,780","1,623,524"
"01/30/2014","W","902,855","751,471","1,654,326"
"01/31/2014","W","930,172","754,479","1,684,651"
"02/01/2014","A","497,989","405,961","903,950"
"02/02/2014","U","377,994","299,870","677,864"
"02/03/2014","W","931,825","729,128","1,660,953"
"02/04/2014","W","946,438","759,960","1,706,398"
"02/05/2014","W","828,739","753,984","1,582,723"
"02/06/2014","W","888,288","753,787","1,642,075"
"02/07/2014","W","873,759","724,771","1,598,530"
"02/08/2014","A","513,518","416,614","930,132"
"02/09/2014","U","385,739","301,471","687,210"
"02/10/2014","W","888,500","716,772","1,605,272"
"02/11/2014","W","923,651","743,715","1,667,366"
"02/12/2014","W","842,139","713,255","1,555,394"
"02/13/2014","W","975,061","784,280","1,759,341"
"02/14/2014","W","961,152","778,342","1,739,494"
"02/15/2014","A","567,619","448,648","1,016,267"
"02/16/2014","U","401,088","324,457","725,545"
"02/17/2014","W","695,931","594,339","1,290,270"
"02/18/2014","W","947,147","777,183","1,724,330"
"02/19/2014","W","974,552","783,745","1,758,297"
"02/20/2014","W","893,699","759,455","1,653,154"
"02/21/2014","W","926,827","766,802","1,693,629"
"02/22/2014","A","570,349","452,998","1,023,347"
"02/23/2014","U","392,042","315,317","707,359"
"02/24/2014","W","925,043","739,926","1,664,969"
"02/25/2014","W","933,471","752,744","1,686,215"
"02/26/2014","W","884,516","728,685","1,613,201"
"02/27/2014","W","876,615","728,137","1,604,752"
"02/28/2014","W","936,301","745,915","1,682,216"
"03/01/2014","A","559,952","448,218","1,008,170"
"03/02/2014","U","371,300","304,402","675,702"
"03/03/2014","W","900,837","709,629","1,610,466"
"03/04/2014","W","953,477","761,357","1,714,834"
"03/05/2014","W","918,971","769,178","1,688,149"
"03/06/2014","W","962,802","775,465","1,738,267"
"03/07/2014","W","958,096","769,821","1,727,917"
"03/08/2014","A","553,250","447,401","1,000,651"
"03/09/2014","U","405,308","328,025","733,333"
"03/10/2014","W","959,467","767,043","1,726,510"
"03/11/2014","W","959,134","772,592","1,731,726"
"03/12/2014","W","868,232","746,895","1,615,127"
"03/13/2014","W","940,113","785,327","1,725,440"
"03/14/2014","W","955,810","819,256","1,775,066"
"03/15/2014","A","593,789","674,922","1,268,711"
"03/16/2014","U","371,881","349,484","721,365"
"03/17/2014","W","932,779","763,579","1,696,358"
"03/18/2014","W","959,483","782,899","1,742,382"
"03/19/2014","W","920,270","767,680","1,687,950"
"03/20/2014","W","957,032","786,292","1,743,324"
"03/21/2014","W","959,387","779,226","1,738,613"
"03/22/2014","A","597,815","452,237","1,050,052"
"03/23/2014","U","418,299","315,092","733,391"
"03/24/2014","W","923,396","706,637","1,630,033"
"03/25/2014","W","928,067","719,323","1,647,390"
"03/26/2014","W","961,287","734,053","1,695,340"
"03/27/2014","W","927,050","725,889","1,652,939"
"03/28/2014","W","944,696","732,211","1,676,907"
"03/29/2014","A","572,055","438,766","1,010,821"
"03/30/2014","U","432,880","379,220","812,100"
"03/31/2014","W","940,176","762,112","1,702,288"
"04/01/2014","W","986,346","772,459","1,758,805"
"04/02/2014","W","952,475","784,201","1,736,676"
"04/03/2014","W","917,123","765,726","1,682,849"
"04/04/2014","W","941,118","806,643","1,747,761"
"04/05/2014","A","599,182","531,509","1,130,691"
"04/06/2014","U","435,676","373,726","809,402"
"04/07/2014","W","913,081","753,038","1,666,119"
"04/08/2014","W","913,012","773,383","1,686,395"
"04/09/2014","W","977,698","805,182","1,782,880"
"04/10/2014","W","947,682","806,042","1,753,724"
"04/11/2014","W","953,384","803,062","1,756,446"
"04/12/2014","A","574,622","524,370","1,098,992"
"04/13/2014","U","390,666","330,841","721,507"
"04/14/2014","W","792,277","697,727","1,490,004"
"04/15/2014","W","844,484","734,464","1,578,948"
"04/16/2014","W","866,995","757,767","1,624,762"
"04/17/2014","W","864,791","770,728","1,635,519"
"04/18/2014","W","814,560","712,086","1,526,646"
"04/19/2014","A","568,016","476,147","1,044,163"
"04/20/2014","U","399,289","333,380","732,669"
"04/21/2014","W","876,478","741,631","1,618,109"
"04/22/2014","W","938,052","794,547","1,732,599"
"04/23/2014","W","911,681","793,484","1,705,165"
"04/24/2014","W","893,970","794,395","1,688,365"
"04/25/2014","W","936,028","797,851","1,733,879"
"04/26/2014","A","580,601","499,576","1,080,177"
"04/27/2014","U","400,302","344,503","744,805"
"04/28/2014","W","884,033","735,132","1,619,165"
"04/29/2014","W","919,869","770,461","1,690,330"
"04/30/2014","W","925,494","772,097","1,697,591"
"05/01/2014","W","985,012","788,162","1,773,174"
"05/02/2014","W","981,085","794,448","1,775,533"
"05/03/2014","A","632,332","511,129","1,143,461"
"05/04/2014","U","429,710","356,412","786,122"
"05/05/2014","W","963,691","769,476","1,733,167"
"05/06/2014","W","974,250","784,430","1,758,680"
"05/07/2014","W","967,197","773,634","1,740,831"
"05/08/2014","W","968,856","794,388","1,763,244"
"05/09/2014","W","921,741","762,641","1,684,382"
"05/10/2014","A","608,188","468,058","1,076,246"
"05/11/2014","U","402,497","321,063","723,560"
"05/12/2014","W","880,457","711,215","1,591,672"
"05/13/2014","W","904,717","735,362","1,640,079"
"05/14/2014","W","916,259","749,500","1,665,759"
"05/15/2014","W","890,597","751,405","1,642,002"
"05/16/2014","W","900,252","764,035","1,664,287"
"05/17/2014","A","579,674","492,704","1,072,378"
"05/18/2014","U","434,998","382,342","817,340"
"05/19/2014","W","885,010","732,346","1,617,356"
"05/20/2014","W","922,226","781,529","1,703,755"
"05/21/2014","W","925,959","790,957","1,716,916"
"05/22/2014","W","908,285","788,319","1,696,604"
"05/23/2014","W","906,712","763,127","1,669,839"
"05/24/2014","A","575,483","490,635","1,066,118"
"05/25/2014","U","450,296","403,930","854,226"
"05/26/2014","U","413,568","345,231","758,799"
"05/27/2014","W","880,521","728,464","1,608,985"
"05/28/2014","W","905,284","751,880","1,657,164"
"05/29/2014","W","901,067","762,505","1,663,572"
"05/30/2014","W","934,382","782,522","1,716,904"
"05/31/2014","A","600,856","507,919","1,108,775"
"06/01/2014","U","445,596","376,894","822,490"
"06/02/2014","W","864,622","726,524","1,591,146"
"06/03/2014","W","936,306","812,230","1,748,536"
"06/04/2014","W","879,397","762,035","1,641,432"
"06/05/2014","W","910,818","797,899","1,708,717"
"06/06/2014","W","906,586","796,373","1,702,959"
"06/07/2014","A","585,247","524,812","1,110,059"
"06/08/2014","U","429,503","393,358","822,861"
"06/09/2014","W","878,784","750,337","1,629,121"
"06/10/2014","W","859,477","748,307","1,607,784"
"06/11/2014","W","870,560","761,366","1,631,926"
"06/12/2014","W","880,810","779,426","1,660,236"
"06/13/2014","W","881,991","810,893","1,692,884"
"06/14/2014","A","581,799","556,285","1,138,084"
"06/15/2014","U","410,273","388,603","798,876"
"06/16/2014","W","796,802","729,177","1,525,979"
"06/17/2014","W","806,325","738,327","1,544,652"
"06/18/2014","W","766,725","717,546","1,484,271"
"06/19/2014","W","803,296","742,211","1,545,507"
"06/20/2014","W","813,597","775,063","1,588,660"
"06/21/2014","A","537,612","503,304","1,040,916"
"06/22/2014","U","452,933","427,533","880,466"
"06/23/2014","W","825,185","726,655","1,551,840"
"06/24/2014","W","859,711","755,376","1,615,087"
"06/25/2014","W","874,922","761,775","1,636,697"
"06/26/2014","W","883,107","779,277","1,662,384"
"06/27/2014","W","879,565","793,688","1,673,253"
"06/28/2014","A","574,082","524,253","1,098,335"
"06/29/2014","U","428,350","534,327","962,677"
"06/30/2014","W","766,381","697,417","1,463,798"
"07/01/2014","W","855,553","753,101","1,608,654"
"07/02/2014","W","824,805","725,327","1,550,132"
"07/03/2014","W","856,556","727,253","1,583,809"
"07/04/2014","U","478,993","473,842","952,835"
"07/05/2014","A","513,494","439,422","952,916"
"07/06/2014","U","410,521","354,469","764,990"
"07/07/2014","W","821,674","704,301","1,525,975"
"07/08/2014","W","836,929","725,372","1,562,301"
"07/09/2014","W","855,793","763,164","1,618,957"
"07/10/2014","W","854,968","782,968","1,637,936"
"07/11/2014","W","839,507","817,078","1,656,585"
"07/12/2014","A","497,531","471,216","968,747"
"07/13/2014","U","437,544","429,753","867,297"
"07/14/2014","W","803,242","716,634","1,519,876"
"07/15/2014","W","828,927","739,993","1,568,920"
"07/16/2014","W","844,384","752,925","1,597,309"
"07/17/2014","W","837,907","762,599","1,600,506"
"07/18/2014","W","839,720","819,331","1,659,051"
"07/19/2014","A","578,126","559,893","1,138,019"
"07/20/2014","U","423,665","431,674","855,339"
"07/21/2014","W","821,289","740,142","1,561,431"
"07/22/2014","W","825,700","765,642","1,591,342"
"07/23/2014","W","838,958","777,929","1,616,887"
"07/24/2014","W","833,052","790,076","1,623,128"
"07/25/2014","W","813,032","793,426","1,606,458"
"07/26/2014","A","563,247","540,197","1,103,444"
"07/27/2014","U","423,806","403,719","827,525"
"07/28/2014","W","810,122","730,188","1,540,310"
"07/29/2014","W","810,857","746,646","1,557,503"
"07/30/2014","W","815,885","760,415","1,576,300"
"07/31/2014","W","819,409","785,640","1,605,049"
"08/01/2014","W","841,692","824,658","1,666,350"
"08/02/2014","A","592,660","571,486","1,164,146"
"08/03/2014","U","420,667","441,136","861,803"
"08/04/2014","W","798,672","716,949","1,515,621"
"08/05/2014","W","824,134","737,875","1,562,009"
"08/06/2014","W","827,073","741,608","1,568,681"
"08/07/2014","W","827,473","745,930","1,573,403"
"08/08/2014","W","836,918","787,177","1,624,095"
"08/09/2014","A","582,607","552,265","1,134,872"
"08/10/2014","U","427,882","405,792","833,674"
"08/11/2014","W","772,003","718,836","1,490,839"
"08/12/2014","W","772,713","719,699","1,492,412"
"08/13/2014","W","817,833","745,654","1,563,487"
"08/14/2014","W","810,388","770,920","1,581,308"
"08/15/2014","W","820,884","749,693","1,570,577"
"08/16/2014","A","583,313","501,095","1,084,408"
"08/17/2014","U","422,345","382,210","804,555"
"08/18/2014","W","786,527","708,188","1,494,715"
"08/19/2014","W","787,767","727,891","1,515,658"
"08/20/2014","W","829,572","758,067","1,587,639"
"08/21/2014","W","771,537","739,451","1,510,988"
"08/22/2014","W","816,652","762,365","1,579,017"
"08/23/2014","A","517,416","459,047","976,463"
"08/24/2014","U","432,777","387,171","819,948"
"08/25/2014","W","787,836","712,661","1,500,497"
"08/26/2014","W","858,520","757,206","1,615,726"
"08/27/2014","W","874,420","768,933","1,643,353"
"08/28/2014","W","867,478","773,821","1,641,299"
"08/29/2014","W","871,087","781,881","1,652,968"
"08/30/2014","A","581,944","520,855","1,102,799"
"08/31/2014","U","451,820","448,668","900,488"
"09/01/2014","U","419,182","366,912","786,094"
"09/02/2014","W","952,266","773,307","1,725,573"
"09/03/2014","W","985,184","813,174","1,798,358"
"09/04/2014","W","942,676","794,090","1,736,766"
"09/05/2014","W","933,196","801,886","1,735,082"
"09/06/2014","A","593,846","534,590","1,128,436"
"09/07/2014","U","427,686","395,246","822,932"
"09/08/2014","W","956,395","786,501","1,742,896"
"09/09/2014","W","967,610","800,307","1,767,917"
"09/10/2014","W","898,549","788,458","1,687,007"
"09/11/2014","W","953,091","833,378","1,786,469"
"09/12/2014","W","929,062","817,716","1,746,778"
"09/13/2014","A","584,842","525,886","1,110,728"
"09/14/2014","U","431,379","386,903","818,282"
"09/15/2014","W","924,594","804,175","1,728,769"
"09/16/2014","W","964,802","827,582","1,792,384"
"09/17/2014","W","975,664","832,609","1,808,273"
"09/18/2014","W","967,453","848,591","1,816,044"
"09/19/2014","W","955,896","854,602","1,810,498"
"09/20/2014","A","566,053","511,922","1,077,975"
"09/21/2014","U","417,931","387,673","805,604"
"09/22/2014","W","947,353","819,134","1,766,487"
"09/23/2014","W","960,506","826,655","1,787,161"
"09/24/2014","W","961,323","833,600","1,794,923"
"09/25/2014","W","963,447","824,454","1,787,901"
"09/26/2014","W","957,961","814,285","1,772,246"
"09/27/2014","A","592,901","515,308","1,108,209"
"09/28/2014","U","423,502","386,129","809,631"
"09/29/2014","W","934,648","793,644","1,728,292"
"09/30/2014","W","945,847","805,360","1,751,207"
"10/01/2014","W","1,010,778","825,205","1,835,983"
"10/02/2014","W","960,602","820,764","1,781,366"
"10/03/2014","W","954,675","811,571","1,766,246"
"10/04/2014","A","557,711","482,714","1,040,425"
"10/05/2014","U","420,636","353,400","774,036"
"10/06/2014","W","957,372","798,793","1,756,165"
"10/07/2014","W","971,693","814,006","1,785,699"
"10/08/2014","W","972,010","822,875","1,794,885"
"10/09/2014","W","969,095","838,925","1,808,020"
"10/10/2014","W","954,800","839,036","1,793,836"
"10/11/2014","A","584,377","527,418","1,111,795"
"10/12/2014","U","389,901","549,571","939,472"
"10/13/2014","W","743,512","714,675","1,458,187"
"10/14/2014","W","914,687","814,971","1,729,658"
"10/15/2014","W","956,165","826,620","1,782,785"
"10/16/2014","W","959,217","848,014","1,807,231"
"10/17/2014","W","949,303","844,701","1,794,004"
"10/18/2014","A","567,859","525,540","1,093,399"
"10/19/2014","U","424,169","393,552","817,721"
"10/20/2014","W","939,282","801,698","1,740,980"
"10/21/2014","W","947,668","814,300","1,761,968"
"10/22/2014","W","959,209","818,395","1,777,604"
"10/23/2014","W","949,675","829,088","1,778,763"
"10/24/2014","W","943,435","815,235","1,758,670"
"10/25/2014","A","586,281","500,235","1,086,516"
"10/26/2014","U","410,811","362,143","772,954"
"10/27/2014","W","940,038","792,398","1,732,436"
"10/28/2014","W","953,363","812,867","1,766,230"
"10/29/2014","W","944,219","813,686","1,757,905"
"10/30/2014","W","951,547","830,872","1,782,419"
"10/31/2014","W","894,082","800,198","1,694,280"
"11/01/2014","A","556,675","491,328","1,048,003"
"11/02/2014","U","416,049","383,910","799,959"
"11/03/2014","W","995,821","805,002","1,800,823"
"11/04/2014","W","971,255","805,374","1,776,629"
"11/05/2014","W","990,008","827,900","1,817,908"
"11/06/2014","W","941,564","821,892","1,763,456"
"11/07/2014","W","873,365","802,400","1,675,765"
"11/08/2014","A","563,782","492,608","1,056,390"
"11/09/2014","U","411,806","379,597","791,403"
"11/10/2014","W","938,000","786,491","1,724,491"
"11/11/2014","W","759,033","698,289","1,457,322"
"11/12/2014","W","911,664","797,730","1,709,394"
"11/13/2014","W","866,929","789,154","1,656,083"
"11/14/2014","W","911,150","794,103","1,705,253"
"11/15/2014","A","532,937","458,706","991,643"
"11/16/2014","U","372,383","331,794","704,177"
"11/17/2014","W","863,661","758,113","1,621,774"
"11/18/2014","W","846,179","755,916","1,602,095"
"11/19/2014","W","889,137","774,198","1,663,335"
"11/20/2014","W","899,732","786,919","1,686,651"
"11/21/2014","W","898,889","787,291","1,686,180"
"11/22/2014","A","534,874","525,065","1,059,939"
"11/23/2014","U","380,928","340,202","721,130"
"11/24/2014","W","857,759","746,052","1,603,811"
"11/25/2014","W","889,039","780,322","1,669,361"
"11/26/2014","W","738,720","652,762","1,391,482"
"11/27/2014","U","285,946","233,318","519,264"
"11/28/2014","W","525,696","424,837","950,533"
"11/29/2014","A","493,851","417,770","911,621"
"11/30/2014","U","367,831","311,435","679,266"
"12/01/2014","W","912,722","743,704","1,656,426"
"12/02/2014","W","926,053","766,316","1,692,369"
"12/03/2014","W","964,141","782,753","1,746,894"
"12/04/2014","W","939,372","804,113","1,743,485"
"12/05/2014","W","937,187","800,885","1,738,072"
"12/06/2014","A","569,561","490,865","1,060,426"
"12/07/2014","U","397,656","334,688","732,344"
"12/08/2014","W","882,998","734,002","1,617,000"
"12/09/2014","W","911,402","758,780","1,670,182"
"12/10/2014","W","914,038","763,277","1,677,315"
"12/11/2014","W","922,765","774,798","1,697,563"
"12/12/2014","W","912,339","773,048","1,685,387"
"12/13/2014","A","575,613","498,945","1,074,558"
"12/14/2014","U","418,122","357,042","775,164"
"12/15/2014","W","871,449","725,989","1,597,438"
"12/16/2014","W","875,970","729,798","1,605,768"
"12/17/2014","W","868,378","720,814","1,589,192"
"12/18/2014","W","867,861","722,656","1,590,517"
"12/19/2014","W","857,137","716,221","1,573,358"
"12/20/2014","A","537,820","436,322","974,142"
"12/21/2014","U","397,000","332,367","729,367"
"12/22/2014","W","705,765","619,508","1,325,273"
"12/23/2014","W","720,116","617,728","1,337,844"
"12/24/2014","W","549,046","388,742","937,788"
"12/25/2014","U","238,015","159,831","397,846"
"12/26/2014","W","569,843","422,543","992,386"
"12/27/2014","A","449,446","337,243","786,689"
"12/28/2014","U","353,263","283,343","636,606"
"12/29/2014","W","654,612","559,416","1,214,028"
"12/30/2014","W","646,243","567,099","1,213,342"
"12/31/2014","W","599,316","642,981","1,242,297"
"01/01/2015","U","300,426","287,754","588,180"
"01/02/2015","W","656,375","527,583","1,183,958"
"01/03/2015","A","441,327","340,135","781,462"
"01/04/2015","U","330,082","267,676","597,758"
"01/05/2015","W","753,918","657,877","1,411,795"
"01/06/2015","W","771,953","679,913","1,451,866"
"01/07/2015","W","508,815","509,075","1,017,890"
"01/08/2015","W","558,275","579,994","1,138,269"
"01/09/2015","W","715,334","639,901","1,355,235"
"01/10/2015","A","435,672","352,140","787,812"
"01/11/2015","U","349,027","279,494","628,521"
"01/12/2015","W","871,183","738,697","1,609,880"
"01/13/2015","W","881,226","743,774","1,625,000"
"01/14/2015","W","885,449","742,410","1,627,859"
"01/15/2015","W","899,363","760,336","1,659,699"
"01/16/2015","W","898,222","748,177","1,646,399"
"01/17/2015","A","539,500","417,756","957,256"
"01/18/2015","U","391,445","300,710","692,155"
"01/19/2015","W","597,347","502,376","1,099,723"
"01/20/2015","W","913,930","754,946","1,668,876"
"01/21/2015","W","905,178","756,860","1,662,038"
"01/22/2015","W","903,230","761,705","1,664,935"
"01/23/2015","W","902,567","747,376","1,649,943"
"01/24/2015","A","538,766","415,123","953,889"
"01/25/2015","U","339,402","279,154","618,556"
"01/26/2015","W","896,430","738,965","1,635,395"
"01/27/2015","W","913,448","764,457","1,677,905"
"01/28/2015","W","922,297","763,680","1,685,977"
"01/29/2015","W","898,174","760,217","1,658,391"
"01/30/2015","W","933,971","754,968","1,688,939"
"01/31/2015","A","551,745","419,577","971,322"
"02/01/2015","U","293,689","270,615","564,304"
"02/02/2015","W","632,367","563,770","1,196,137"
"02/03/2015","W","947,457","806,148","1,753,605"
"02/04/2015","W","957,218","791,399","1,748,617"
"02/05/2015","W","932,148","780,378","1,712,526"
"02/06/2015","W","959,648","768,091","1,727,739"
"02/07/2015","A","600,789","439,214","1,040,003"
"02/08/2015","U","399,923","298,701","698,624"
"02/09/2015","W","936,475","750,136","1,686,611"
"02/10/2015","W","965,833","772,727","1,738,560"
"02/11/2015","W","966,071","770,885","1,736,956"
"02/12/2015","W","883,395","729,249","1,612,644"
"02/13/2015","W","911,949","740,559","1,652,508"
"02/14/2015","A","514,916","380,652","895,568"
"02/15/2015","U","336,299","276,160","612,459"
"02/16/2015","W","652,807","547,767","1,200,574"
"02/17/2015","W","912,529","745,575","1,658,104"
"02/18/2015","W","833,785","707,746","1,541,531"
"02/19/2015","W","576,326","575,180","1,151,506"
"02/20/2015","W","847,700","697,600","1,545,300"
"02/21/2015","A","565,948","410,400","976,348"
"02/22/2015","U","378,733","299,663","678,396"
"02/23/2015","W","857,014","700,742","1,557,756"
"02/24/2015","W","901,872","728,674","1,630,546"
"02/25/2015","W","905,748","752,497","1,658,245"
"02/26/2015","W","857,402","755,359","1,612,761"
"02/27/2015","W","903,421","736,663","1,640,084"
"02/28/2015","A","542,479","405,241","947,720"
"03/01/2015","U","383,971","293,964","677,935"
"03/02/2015","W","912,384","715,945","1,628,329"
"03/03/2015","W","904,439","735,951","1,640,390"
"03/04/2015","W","928,771","750,369","1,679,140"
"03/05/2015","W","909,192","744,229","1,653,421"
"03/06/2015","W","909,446","732,902","1,642,348"
"03/07/2015","A","585,771","427,330","1,013,101"
"03/08/2015","U","399,324","309,962","709,286"
"03/09/2015","W","935,951","752,995","1,688,946"
"03/10/2015","W","953,173","767,551","1,720,724"
"03/11/2015","W","955,083","778,171","1,733,254"
"03/12/2015","W","953,310","790,210","1,743,520"
"03/13/2015","W","950,690","801,547","1,752,237"
